date,medicine_name,category,quantity_sold,stock_on_hand,price_per_unit,expiry_date
2023-12-07,Azithromycin,Antibiotic,11,989,6.0,2025-09-16
2023-12-07,Metformin,Diabetes,25,975,2.5,2024-09-06
2023-12-07,Pantoprazole,Antacid,11,989,2.0,2025-06-18
2023-12-07,Dolo 650,Painkiller,9,991,2.0,2024-06-24
2023-12-07,Cough Syrup,Cold/Flu,28,972,4.0,2025-09-21
2023-12-07,Multivitamin,Supplement,11,989,3.0,2025-05-08
2023-12-07,ORS Sachet,Dehydration,8,992,1.0,2024-08-25
2023-12-07,Antimalarial,Malaria,10,990,7.0,2024-10-24
2023-12-07,Dengue Kit,Dengue Fever,19,981,12.0,2025-03-02
2023-12-07,Antiviral,Viral Fever,18,982,10.0,2025-07-11
2023-12-07,Insulin,Diabetes,8,992,15.0,2024-07-04
2023-12-08,Paracetamol,Painkiller,20,980,2.0,2024-11-23
2023-12-08,Ibuprofen,Painkiller,15,985,3.0,2024-06-16
2023-12-08,Amoxicillin,Antibiotic,10,990,5.0,2025-11-09
2023-12-08,Cetirizine,Antihistamine,27,973,1.5,2025-05-14
2023-12-08,Azithromycin,Antibiotic,22,978,6.0,2025-08-15
2023-12-08,Metformin,Diabetes,14,986,2.5,2025-05-08
2023-12-08,Pantoprazole,Antacid,14,986,2.0,2025-03-01
2023-12-08,Dolo 650,Painkiller,9,991,2.0,2024-12-12
2023-12-08,Cough Syrup,Cold/Flu,15,985,4.0,2025-09-04
2023-12-08,Multivitamin,Supplement,11,989,3.0,2025-06-27
2023-12-08,ORS Sachet,Dehydration,11,989,1.0,2025-01-14
2023-12-08,Antimalarial,Malaria,12,988,7.0,2024-09-21
2023-12-08,Dengue Kit,Dengue Fever,5,995,12.0,2025-06-01
2023-12-08,Antiviral,Viral Fever,16,984,10.0,2024-11-29
2023-12-08,Insulin,Diabetes,9,991,15.0,2025-11-05
2023-12-09,Paracetamol,Painkiller,14,986,2.0,2024-08-11
2023-12-09,Ibuprofen,Painkiller,2,998,3.0,2025-08-14
2023-12-09,Amoxicillin,Antibiotic,8,992,5.0,2025-03-19
2023-12-09,Cetirizine,Antihistamine,8,992,1.5,2025-10-17
2023-12-09,Azithromycin,Antibiotic,16,984,6.0,2025-09-14
2023-12-09,Metformin,Diabetes,19,981,2.5,2025-02-14
2023-12-09,Pantoprazole,Antacid,23,977,2.0,2025-06-28
2023-12-09,Dolo 650,Painkiller,15,985,2.0,2025-03-06
2023-12-09,Cough Syrup,Cold/Flu,26,974,4.0,2024-10-01
2023-12-09,Multivitamin,Supplement,3,997,3.0,2025-01-14
2023-12-09,ORS Sachet,Dehydration,13,987,1.0,2025-11-30
2023-12-09,Antimalarial,Malaria,16,984,7.0,2025-03-04
2023-12-09,Dengue Kit,Dengue Fever,17,983,12.0,2024-08-16
2023-12-09,Antiviral,Viral Fever,25,975,10.0,2025-10-08
2023-12-09,Insulin,Diabetes,13,987,15.0,2025-05-03
2023-12-10,Paracetamol,Painkiller,13,987,2.0,2025-05-31
2023-12-10,Ibuprofen,Painkiller,16,984,3.0,2025-06-28
2023-12-10,Amoxicillin,Antibiotic,23,977,5.0,2024-07-19
2023-12-10,Cetirizine,Antihistamine,7,993,1.5,2025-10-23
2023-12-10,Azithromycin,Antibiotic,5,995,6.0,2025-01-25
2023-12-10,Metformin,Diabetes,16,984,2.5,2025-09-30
2023-12-10,Pantoprazole,Antacid,9,991,2.0,2025-02-05
2023-12-10,Dolo 650,Painkiller,7,993,2.0,2025-03-29
2023-12-10,Cough Syrup,Cold/Flu,21,979,4.0,2025-04-14
2023-12-10,Multivitamin,Supplement,15,985,3.0,2025-03-23
2023-12-10,ORS Sachet,Dehydration,5,995,1.0,2025-09-28
2023-12-10,Antimalarial,Malaria,7,993,7.0,2024-07-04
2023-12-10,Dengue Kit,Dengue Fever,24,976,12.0,2024-11-01
2023-12-10,Antiviral,Viral Fever,17,983,10.0,2024-08-02
2023-12-10,Insulin,Diabetes,8,992,15.0,2025-10-02
2023-12-11,Paracetamol,Painkiller,14,986,2.0,2025-08-09
2023-12-11,Ibuprofen,Painkiller,12,988,3.0,2024-07-17
2023-12-11,Amoxicillin,Antibiotic,16,984,5.0,2025-06-05
2023-12-11,Cetirizine,Antihistamine,10,990,1.5,2024-07-21
2023-12-11,Azithromycin,Antibiotic,15,985,6.0,2025-07-24
2023-12-11,Metformin,Diabetes,7,993,2.5,2024-08-26
2023-12-11,Pantoprazole,Antacid,9,991,2.0,2025-01-06
2023-12-11,Dolo 650,Painkiller,7,993,2.0,2025-01-16
2023-12-11,Cough Syrup,Cold/Flu,20,980,4.0,2024-10-08
2023-12-11,Multivitamin,Supplement,11,989,3.0,2024-12-18
2023-12-11,ORS Sachet,Dehydration,3,997,1.0,2025-07-22
2023-12-11,Antimalarial,Malaria,15,985,7.0,2025-08-03
2023-12-11,Dengue Kit,Dengue Fever,8,992,12.0,2025-10-06
2023-12-11,Antiviral,Viral Fever,22,978,10.0,2025-09-29
2023-12-11,Insulin,Diabetes,22,978,15.0,2025-08-10
2023-12-12,Paracetamol,Painkiller,9,991,2.0,2025-08-21
2023-12-12,Ibuprofen,Painkiller,20,980,3.0,2025-11-25
2023-12-12,Amoxicillin,Antibiotic,16,984,5.0,2025-02-25
2023-12-12,Cetirizine,Antihistamine,19,981,1.5,2025-01-14
2023-12-12,Azithromycin,Antibiotic,12,988,6.0,2025-09-30
2023-12-12,Metformin,Diabetes,4,996,2.5,2025-05-12
2023-12-12,Pantoprazole,Antacid,7,993,2.0,2025-07-09
2023-12-12,Dolo 650,Painkiller,10,990,2.0,2025-05-27
2023-12-12,Cough Syrup,Cold/Flu,15,985,4.0,2025-06-21
2023-12-12,Multivitamin,Supplement,6,994,3.0,2024-07-03
2023-12-12,ORS Sachet,Dehydration,13,987,1.0,2025-10-19
2023-12-12,Antimalarial,Malaria,17,983,7.0,2024-12-29
2023-12-12,Dengue Kit,Dengue Fever,7,993,12.0,2025-09-23
2023-12-12,Antiviral,Viral Fever,19,981,10.0,2024-07-14
2023-12-12,Insulin,Diabetes,11,989,15.0,2025-03-24
2023-12-13,Paracetamol,Painkiller,23,977,2.0,2024-10-04
2023-12-13,Ibuprofen,Painkiller,21,979,3.0,2024-08-16
2023-12-13,Amoxicillin,Antibiotic,17,983,5.0,2024-08-28
2023-12-13,Cetirizine,Antihistamine,13,987,1.5,2024-12-27
2023-12-13,Azithromycin,Antibiotic,5,995,6.0,2024-10-19
2023-12-13,Metformin,Diabetes,14,986,2.5,2025-05-21
2023-12-13,Pantoprazole,Antacid,11,989,2.0,2024-09-22
2023-12-13,Dolo 650,Painkiller,18,982,2.0,2024-10-01
2023-12-13,Cough Syrup,Cold/Flu,19,981,4.0,2025-09-18
2023-12-13,Multivitamin,Supplement,20,980,3.0,2025-06-17
2023-12-13,ORS Sachet,Dehydration,8,992,1.0,2024-06-11
2023-12-13,Antimalarial,Malaria,16,984,7.0,2025-02-21
2023-12-13,Dengue Kit,Dengue Fever,7,993,12.0,2025-09-29
2023-12-13,Antiviral,Viral Fever,21,979,10.0,2025-06-03
2023-12-13,Insulin,Diabetes,18,982,15.0,2025-09-01
2023-12-14,Paracetamol,Painkiller,14,986,2.0,2025-02-06
2023-12-14,Ibuprofen,Painkiller,6,994,3.0,2025-08-05
2023-12-14,Amoxicillin,Antibiotic,10,990,5.0,2024-08-02
2023-12-14,Cetirizine,Antihistamine,18,982,1.5,2025-02-09
2023-12-14,Azithromycin,Antibiotic,17,983,6.0,2025-03-11
2023-12-14,Metformin,Diabetes,13,987,2.5,2025-01-20
2023-12-14,Pantoprazole,Antacid,6,994,2.0,2024-09-23
2023-12-14,Dolo 650,Painkiller,9,991,2.0,2024-10-19
2023-12-14,Cough Syrup,Cold/Flu,25,975,4.0,2025-10-09
2023-12-14,Multivitamin,Supplement,16,984,3.0,2024-10-07
2023-12-14,ORS Sachet,Dehydration,24,976,1.0,2025-02-07
2023-12-14,Antimalarial,Malaria,16,984,7.0,2024-07-27
2023-12-14,Dengue Kit,Dengue Fever,17,983,12.0,2025-11-05
2023-12-14,Antiviral,Viral Fever,21,979,10.0,2025-12-08
2023-12-14,Insulin,Diabetes,16,984,15.0,2024-11-06
2023-12-15,Paracetamol,Painkiller,14,986,2.0,2024-12-31
2023-12-15,Ibuprofen,Painkiller,8,992,3.0,2024-09-29
2023-12-15,Amoxicillin,Antibiotic,12,988,5.0,2024-07-18
2023-12-15,Cetirizine,Antihistamine,13,987,1.5,2025-11-13
2023-12-15,Azithromycin,Antibiotic,20,980,6.0,2025-02-28
2023-12-15,Metformin,Diabetes,4,996,2.5,2025-11-14
2023-12-15,Pantoprazole,Antacid,6,994,2.0,2025-07-17
2023-12-15,Dolo 650,Painkiller,9,991,2.0,2024-11-22
2023-12-15,Cough Syrup,Cold/Flu,27,973,4.0,2025-01-23
2023-12-15,Multivitamin,Supplement,16,984,3.0,2025-03-23
2023-12-15,ORS Sachet,Dehydration,7,993,1.0,2024-06-26
2023-12-15,Antimalarial,Malaria,12,988,7.0,2024-10-21
2023-12-15,Dengue Kit,Dengue Fever,14,986,12.0,2024-11-03
2023-12-15,Antiviral,Viral Fever,29,971,10.0,2025-08-11
2023-12-15,Insulin,Diabetes,21,979,15.0,2024-08-22
2023-12-16,Paracetamol,Painkiller,9,991,2.0,2024-10-29
2023-12-16,Ibuprofen,Painkiller,9,991,3.0,2024-10-17
2023-12-16,Amoxicillin,Antibiotic,17,983,5.0,2025-05-12
2023-12-16,Cetirizine,Antihistamine,16,984,1.5,2024-07-21
2023-12-16,Azithromycin,Antibiotic,13,987,6.0,2025-10-14
2023-12-16,Metformin,Diabetes,13,987,2.5,2025-01-20
2023-12-16,Pantoprazole,Antacid,9,991,2.0,2024-07-19
2023-12-16,Dolo 650,Painkiller,13,987,2.0,2025-02-03
2023-12-16,Cough Syrup,Cold/Flu,15,985,4.0,2024-10-08
2023-12-16,Multivitamin,Supplement,12,988,3.0,2024-07-06
2023-12-16,ORS Sachet,Dehydration,11,989,1.0,2024-11-15
2023-12-16,Antimalarial,Malaria,6,994,7.0,2025-11-11
2023-12-16,Dengue Kit,Dengue Fever,18,982,12.0,2025-03-06
2023-12-16,Antiviral,Viral Fever,21,979,10.0,2025-12-02
2023-12-16,Insulin,Diabetes,7,993,15.0,2024-11-30
2023-12-17,Paracetamol,Painkiller,12,988,2.0,2025-11-19
2023-12-17,Ibuprofen,Painkiller,22,978,3.0,2025-06-28
2023-12-17,Amoxicillin,Antibiotic,19,981,5.0,2025-08-31
2023-12-17,Cetirizine,Antihistamine,13,987,1.5,2025-02-28
2023-12-17,Azithromycin,Antibiotic,20,980,6.0,2025-09-21
2023-12-17,Metformin,Diabetes,6,994,2.5,2025-06-11
2023-12-17,Pantoprazole,Antacid,16,984,2.0,2024-12-02
2023-12-17,Dolo 650,Painkiller,19,981,2.0,2024-06-29
2023-12-17,Cough Syrup,Cold/Flu,19,981,4.0,2025-08-02
2023-12-17,Multivitamin,Supplement,3,997,3.0,2025-07-03
2023-12-17,ORS Sachet,Dehydration,13,987,1.0,2024-07-29
2023-12-17,Antimalarial,Malaria,8,992,7.0,2025-02-28
2023-12-17,Dengue Kit,Dengue Fever,22,978,12.0,2024-09-29
2023-12-17,Antiviral,Viral Fever,21,979,10.0,2025-06-02
2023-12-17,Insulin,Diabetes,7,993,15.0,2025-03-18
2023-12-18,Paracetamol,Painkiller,5,995,2.0,2025-04-03
2023-12-18,Ibuprofen,Painkiller,24,976,3.0,2025-11-30
2023-12-18,Amoxicillin,Antibiotic,10,990,5.0,2024-08-29
2023-12-18,Cetirizine,Antihistamine,18,982,1.5,2024-06-15
2023-12-18,Azithromycin,Antibiotic,5,995,6.0,2025-07-12
2023-12-18,Metformin,Diabetes,17,983,2.5,2025-09-29
2023-12-18,Pantoprazole,Antacid,7,993,2.0,2025-04-04
2023-12-18,Dolo 650,Painkiller,14,986,2.0,2025-05-08
2023-12-18,Cough Syrup,Cold/Flu,19,981,4.0,2025-08-11
2023-12-18,Multivitamin,Supplement,21,979,3.0,2025-10-08
2023-12-18,ORS Sachet,Dehydration,13,987,1.0,2025-02-16
2023-12-18,Antimalarial,Malaria,7,993,7.0,2025-10-14
2023-12-18,Dengue Kit,Dengue Fever,4,996,12.0,2025-08-01
2023-12-18,Antiviral,Viral Fever,35,965,10.0,2025-08-08
2023-12-18,Insulin,Diabetes,6,994,15.0,2025-08-03
2023-12-19,Paracetamol,Painkiller,12,988,2.0,2024-12-30
2023-12-19,Ibuprofen,Painkiller,13,987,3.0,2025-04-24
2023-12-19,Amoxicillin,Antibiotic,8,992,5.0,2024-08-03
2023-12-19,Cetirizine,Antihistamine,6,994,1.5,2025-09-04
2023-12-19,Azithromycin,Antibiotic,19,981,6.0,2024-07-18
2023-12-19,Metformin,Diabetes,22,978,2.5,2025-04-28
2023-12-19,Pantoprazole,Antacid,15,985,2.0,2024-12-21
2023-12-19,Dolo 650,Painkiller,11,989,2.0,2025-05-17
2023-12-19,Cough Syrup,Cold/Flu,36,964,4.0,2025-01-23
2023-12-19,Multivitamin,Supplement,23,977,3.0,2025-09-13
2023-12-19,ORS Sachet,Dehydration,14,986,1.0,2025-11-28
2023-12-19,Antimalarial,Malaria,7,993,7.0,2025-02-05
2023-12-19,Dengue Kit,Dengue Fever,12,988,12.0,2025-05-11
2023-12-19,Antiviral,Viral Fever,24,976,10.0,2025-10-22
2023-12-19,Insulin,Diabetes,17,983,15.0,2024-09-19
2023-12-20,Paracetamol,Painkiller,22,978,2.0,2025-09-30
2023-12-20,Ibuprofen,Painkiller,14,986,3.0,2024-10-08
2023-12-20,Amoxicillin,Antibiotic,16,984,5.0,2024-07-12
2023-12-20,Cetirizine,Antihistamine,10,990,1.5,2025-09-11
2023-12-20,Azithromycin,Antibiotic,23,977,6.0,2025-09-08
2023-12-20,Metformin,Diabetes,15,985,2.5,2025-01-01
2023-12-20,Pantoprazole,Antacid,13,987,2.0,2025-07-23
2023-12-20,Dolo 650,Painkiller,8,992,2.0,2025-11-08
2023-12-20,Cough Syrup,Cold/Flu,30,970,4.0,2025-03-17
2023-12-20,Multivitamin,Supplement,21,979,3.0,2024-09-06
2023-12-20,ORS Sachet,Dehydration,6,994,1.0,2024-08-30
2023-12-20,Antimalarial,Malaria,15,985,7.0,2025-01-15
2023-12-20,Dengue Kit,Dengue Fever,6,994,12.0,2025-07-29
2023-12-20,Antiviral,Viral Fever,27,973,10.0,2024-12-17
2023-12-20,Insulin,Diabetes,11,989,15.0,2024-08-08
2023-12-21,Paracetamol,Painkiller,15,985,2.0,2024-09-04
2023-12-21,Ibuprofen,Painkiller,13,987,3.0,2025-08-19
2023-12-21,Amoxicillin,Antibiotic,5,995,5.0,2024-07-26
2023-12-21,Cetirizine,Antihistamine,6,994,1.5,2025-07-02
2023-12-21,Azithromycin,Antibiotic,21,979,6.0,2025-09-30
2023-12-21,Metformin,Diabetes,22,978,2.5,2024-11-23
2023-12-21,Pantoprazole,Antacid,6,994,2.0,2024-07-10
2023-12-21,Dolo 650,Painkiller,7,993,2.0,2025-01-30
2023-12-21,Cough Syrup,Cold/Flu,36,964,4.0,2024-10-29
2023-12-21,Multivitamin,Supplement,17,983,3.0,2024-10-18
2023-12-21,ORS Sachet,Dehydration,20,980,1.0,2025-07-25
2023-12-21,Antimalarial,Malaria,13,987,7.0,2024-10-27
2023-12-21,Dengue Kit,Dengue Fever,23,977,12.0,2025-12-01
2023-12-21,Antiviral,Viral Fever,14,986,10.0,2025-08-02
2023-12-21,Insulin,Diabetes,10,990,15.0,2025-10-23
2023-12-22,Paracetamol,Painkiller,7,993,2.0,2025-05-01
2023-12-22,Ibuprofen,Painkiller,14,986,3.0,2025-06-17
2023-12-22,Amoxicillin,Antibiotic,12,988,5.0,2025-09-16
2023-12-22,Cetirizine,Antihistamine,16,984,1.5,2025-03-30
2023-12-22,Azithromycin,Antibiotic,4,996,6.0,2025-01-20
2023-12-22,Metformin,Diabetes,6,994,2.5,2025-04-17
2023-12-22,Pantoprazole,Antacid,9,991,2.0,2025-07-29
2023-12-22,Dolo 650,Painkiller,21,979,2.0,2025-02-18
2023-12-22,Cough Syrup,Cold/Flu,14,986,4.0,2025-07-13
2023-12-22,Multivitamin,Supplement,24,976,3.0,2024-09-11
2023-12-22,ORS Sachet,Dehydration,20,980,1.0,2024-07-11
2023-12-22,Antimalarial,Malaria,5,995,7.0,2025-01-07
2023-12-22,Dengue Kit,Dengue Fever,11,989,12.0,2025-08-24
2023-12-22,Antiviral,Viral Fever,21,979,10.0,2025-02-16
2023-12-22,Insulin,Diabetes,9,991,15.0,2025-09-15
2023-12-23,Paracetamol,Painkiller,15,985,2.0,2025-11-18
2023-12-23,Ibuprofen,Painkiller,24,976,3.0,2025-08-31
2023-12-23,Amoxicillin,Antibiotic,5,995,5.0,2024-10-17
2023-12-23,Cetirizine,Antihistamine,11,989,1.5,2024-12-28
2023-12-23,Azithromycin,Antibiotic,3,997,6.0,2025-10-30
2023-12-23,Metformin,Diabetes,9,991,2.5,2024-11-28
2023-12-23,Pantoprazole,Antacid,9,991,2.0,2025-01-24
2023-12-23,Dolo 650,Painkiller,20,980,2.0,2025-09-11
2023-12-23,Cough Syrup,Cold/Flu,33,967,4.0,2024-10-04
2023-12-23,Multivitamin,Supplement,13,987,3.0,2024-11-06
2023-12-23,ORS Sachet,Dehydration,16,984,1.0,2025-09-16
2023-12-23,Antimalarial,Malaria,15,985,7.0,2025-06-20
2023-12-23,Dengue Kit,Dengue Fever,16,984,12.0,2024-12-07
2023-12-23,Antiviral,Viral Fever,19,981,10.0,2025-02-23
2023-12-23,Insulin,Diabetes,16,984,15.0,2025-12-12
2023-12-24,Paracetamol,Painkiller,9,991,2.0,2024-08-06
2023-12-24,Ibuprofen,Painkiller,12,988,3.0,2025-03-08
2023-12-24,Amoxicillin,Antibiotic,18,982,5.0,2025-03-24
2023-12-24,Cetirizine,Antihistamine,21,979,1.5,2025-07-04
2023-12-24,Azithromycin,Antibiotic,7,993,6.0,2025-06-20
2023-12-24,Metformin,Diabetes,10,990,2.5,2024-09-05
2023-12-24,Pantoprazole,Antacid,10,990,2.0,2025-08-15
2023-12-24,Dolo 650,Painkiller,14,986,2.0,2025-08-31
2023-12-24,Cough Syrup,Cold/Flu,8,992,4.0,2025-10-13
2023-12-24,Multivitamin,Supplement,13,987,3.0,2025-12-01
2023-12-24,ORS Sachet,Dehydration,16,984,1.0,2025-01-16
2023-12-24,Antimalarial,Malaria,7,993,7.0,2025-07-15
2023-12-24,Dengue Kit,Dengue Fever,15,985,12.0,2025-04-15
2023-12-24,Antiviral,Viral Fever,15,985,10.0,2025-10-01
2023-12-24,Insulin,Diabetes,10,990,15.0,2025-05-07
2023-12-25,Paracetamol,Painkiller,12,988,2.0,2025-12-14
2023-12-25,Ibuprofen,Painkiller,1,999,3.0,2025-11-24
2023-12-25,Amoxicillin,Antibiotic,6,994,5.0,2025-03-03
2023-12-25,Cetirizine,Antihistamine,15,985,1.5,2025-08-17
2023-12-25,Azithromycin,Antibiotic,19,981,6.0,2025-01-14
2023-12-25,Metformin,Diabetes,4,996,2.5,2025-02-27
2023-12-25,Pantoprazole,Antacid,22,978,2.0,2025-06-30
2023-12-25,Dolo 650,Painkiller,20,980,2.0,2025-09-09
2023-12-25,Cough Syrup,Cold/Flu,21,979,4.0,2025-05-24
2023-12-25,Multivitamin,Supplement,4,996,3.0,2024-11-19
2023-12-25,ORS Sachet,Dehydration,22,978,1.0,2025-05-08
2023-12-25,Antimalarial,Malaria,5,995,7.0,2024-12-14
2023-12-25,Dengue Kit,Dengue Fever,13,987,12.0,2025-01-25
2023-12-25,Antiviral,Viral Fever,14,986,10.0,2025-08-13
2023-12-25,Insulin,Diabetes,14,986,15.0,2024-12-22
2023-12-26,Paracetamol,Painkiller,8,992,2.0,2025-05-10
2023-12-26,Ibuprofen,Painkiller,8,992,3.0,2025-04-30
2023-12-26,Amoxicillin,Antibiotic,14,986,5.0,2025-10-12
2023-12-26,Cetirizine,Antihistamine,19,981,1.5,2025-11-06
2023-12-26,Azithromycin,Antibiotic,12,988,6.0,2025-05-14
2023-12-26,Metformin,Diabetes,23,977,2.5,2024-10-19
2023-12-26,Pantoprazole,Antacid,14,986,2.0,2025-04-12
2023-12-26,Dolo 650,Painkiller,11,989,2.0,2025-04-30
2023-12-26,Cough Syrup,Cold/Flu,29,971,4.0,2025-05-22
2023-12-26,Multivitamin,Supplement,11,989,3.0,2025-04-05
2023-12-26,ORS Sachet,Dehydration,12,988,1.0,2024-12-15
2023-12-26,Antimalarial,Malaria,4,996,7.0,2024-08-06
2023-12-26,Dengue Kit,Dengue Fever,13,987,12.0,2025-09-18
2023-12-26,Antiviral,Viral Fever,31,969,10.0,2024-12-09
2023-12-26,Insulin,Diabetes,19,981,15.0,2024-09-28
2023-12-27,Paracetamol,Painkiller,20,980,2.0,2024-08-20
2023-12-27,Ibuprofen,Painkiller,10,990,3.0,2025-06-19
2023-12-27,Amoxicillin,Antibiotic,4,996,5.0,2025-09-08
2023-12-27,Cetirizine,Antihistamine,9,991,1.5,2025-09-08
2023-12-27,Azithromycin,Antibiotic,23,977,6.0,2024-08-01
2023-12-27,Metformin,Diabetes,9,991,2.5,2025-01-25
2023-12-27,Pantoprazole,Antacid,13,987,2.0,2024-06-25
2023-12-27,Dolo 650,Painkiller,11,989,2.0,2025-10-24
2023-12-27,Cough Syrup,Cold/Flu,20,980,4.0,2024-08-17
2023-12-27,Multivitamin,Supplement,2,998,3.0,2025-05-04
2023-12-27,ORS Sachet,Dehydration,3,997,1.0,2024-10-26
2023-12-27,Antimalarial,Malaria,9,991,7.0,2025-04-26
2023-12-27,Dengue Kit,Dengue Fever,26,974,12.0,2025-11-22
2023-12-27,Antiviral,Viral Fever,28,972,10.0,2025-02-18
2023-12-27,Insulin,Diabetes,14,986,15.0,2024-10-03
2023-12-28,Paracetamol,Painkiller,7,993,2.0,2024-10-27
2023-12-28,Ibuprofen,Painkiller,19,981,3.0,2025-12-08
2023-12-28,Amoxicillin,Antibiotic,11,989,5.0,2025-11-02
2023-12-28,Cetirizine,Antihistamine,23,977,1.5,2024-07-21
2023-12-28,Azithromycin,Antibiotic,3,997,6.0,2024-08-30
2023-12-28,Metformin,Diabetes,10,990,2.5,2025-05-25
2023-12-28,Pantoprazole,Antacid,10,990,2.0,2025-03-08
2023-12-28,Dolo 650,Painkiller,9,991,2.0,2025-07-31
2023-12-28,Cough Syrup,Cold/Flu,20,980,4.0,2024-08-12
2023-12-28,Multivitamin,Supplement,6,994,3.0,2025-02-17
2023-12-28,ORS Sachet,Dehydration,3,997,1.0,2025-12-18
2023-12-28,Antimalarial,Malaria,9,991,7.0,2025-12-04
2023-12-28,Dengue Kit,Dengue Fever,7,993,12.0,2025-02-02
2023-12-28,Antiviral,Viral Fever,38,962,10.0,2025-11-30
2023-12-28,Insulin,Diabetes,12,988,15.0,2024-07-27
2023-12-29,Paracetamol,Painkiller,5,995,2.0,2025-08-22
2023-12-29,Ibuprofen,Painkiller,28,972,3.0,2024-12-02
2023-12-29,Amoxicillin,Antibiotic,14,986,5.0,2025-06-02
2023-12-29,Cetirizine,Antihistamine,21,979,1.5,2025-02-23
2023-12-29,Azithromycin,Antibiotic,9,991,6.0,2025-12-27
2023-12-29,Metformin,Diabetes,12,988,2.5,2025-07-06
2023-12-29,Pantoprazole,Antacid,20,980,2.0,2025-05-18
2023-12-29,Dolo 650,Painkiller,11,989,2.0,2025-10-10
2023-12-29,Cough Syrup,Cold/Flu,17,983,4.0,2024-10-30
2023-12-29,Multivitamin,Supplement,6,994,3.0,2025-12-11
2023-12-29,ORS Sachet,Dehydration,5,995,1.0,2024-06-27
2023-12-29,Antimalarial,Malaria,9,991,7.0,2025-10-04
2023-12-29,Dengue Kit,Dengue Fever,19,981,12.0,2024-12-05
2023-12-29,Antiviral,Viral Fever,28,972,10.0,2025-12-15
2023-12-29,Insulin,Diabetes,2,998,15.0,2024-07-20
2023-12-30,Paracetamol,Painkiller,16,984,2.0,2025-03-16
2023-12-30,Ibuprofen,Painkiller,33,967,3.0,2024-12-06
2023-12-30,Amoxicillin,Antibiotic,9,991,5.0,2025-09-23
2023-12-30,Cetirizine,Antihistamine,15,985,1.5,2025-08-20
2023-12-30,Azithromycin,Antibiotic,19,981,6.0,2024-09-28
2023-12-30,Metformin,Diabetes,8,992,2.5,2025-10-09
2023-12-30,Pantoprazole,Antacid,16,984,2.0,2024-10-12
2023-12-30,Dolo 650,Painkiller,11,989,2.0,2025-08-04
2023-12-30,Cough Syrup,Cold/Flu,32,968,4.0,2025-11-22
2023-12-30,Multivitamin,Supplement,10,990,3.0,2024-09-26
2023-12-30,ORS Sachet,Dehydration,19,981,1.0,2024-11-18
2023-12-30,Antimalarial,Malaria,6,994,7.0,2025-02-10
2023-12-30,Dengue Kit,Dengue Fever,14,986,12.0,2025-10-04
2023-12-30,Antiviral,Viral Fever,16,984,10.0,2025-11-19
2023-12-30,Insulin,Diabetes,12,988,15.0,2024-10-21
2023-12-31,Paracetamol,Painkiller,5,995,2.0,2025-06-29
2023-12-31,Ibuprofen,Painkiller,23,977,3.0,2024-11-26
2023-12-31,Amoxicillin,Antibiotic,9,991,5.0,2024-09-13
2023-12-31,Cetirizine,Antihistamine,14,986,1.5,2025-08-23
2023-12-31,Azithromycin,Antibiotic,11,989,6.0,2025-07-20
2023-12-31,Metformin,Diabetes,8,992,2.5,2025-10-18
2023-12-31,Pantoprazole,Antacid,7,993,2.0,2024-08-23
2023-12-31,Dolo 650,Painkiller,15,985,2.0,2025-08-25
2023-12-31,Cough Syrup,Cold/Flu,16,984,4.0,2025-11-11
2023-12-31,Multivitamin,Supplement,7,993,3.0,2024-08-01
2023-12-31,ORS Sachet,Dehydration,9,991,1.0,2025-06-30
2023-12-31,Antimalarial,Malaria,17,983,7.0,2024-10-24
2023-12-31,Dengue Kit,Dengue Fever,5,995,12.0,2025-01-28
2023-12-31,Antiviral,Viral Fever,16,984,10.0,2025-07-24
2023-12-31,Insulin,Diabetes,21,979,15.0,2025-06-28
2024-01-01,Paracetamol,Painkiller,19,981,2.0,2025-07-19
2024-01-01,Ibuprofen,Painkiller,21,979,3.0,2025-02-24
2024-01-01,Amoxicillin,Antibiotic,15,985,5.0,2024-09-23
2024-01-01,Cetirizine,Antihistamine,23,977,1.5,2024-08-07
2024-01-01,Azithromycin,Antibiotic,8,992,6.0,2024-09-02
2024-01-01,Metformin,Diabetes,18,982,2.5,2024-08-17
2024-01-01,Pantoprazole,Antacid,7,993,2.0,2024-07-01
2024-01-01,Dolo 650,Painkiller,7,993,2.0,2025-09-08
2024-01-01,Cough Syrup,Cold/Flu,20,980,4.0,2025-05-04
2024-01-01,Multivitamin,Supplement,23,977,3.0,2025-04-25
2024-01-01,ORS Sachet,Dehydration,18,982,1.0,2025-04-22
2024-01-01,Antimalarial,Malaria,22,978,7.0,2025-03-09
2024-01-01,Dengue Kit,Dengue Fever,21,979,12.0,2024-10-25
2024-01-01,Antiviral,Viral Fever,23,977,10.0,2025-08-17
2024-01-01,Insulin,Diabetes,14,986,15.0,2025-10-14
2024-01-02,Paracetamol,Painkiller,12,988,2.0,2025-08-31
2024-01-02,Ibuprofen,Painkiller,15,985,3.0,2025-10-29
2024-01-02,Amoxicillin,Antibiotic,14,986,5.0,2024-12-23
2024-01-02,Cetirizine,Antihistamine,4,996,1.5,2025-03-02
2024-01-02,Azithromycin,Antibiotic,13,987,6.0,2024-11-29
2024-01-02,Metformin,Diabetes,17,983,2.5,2025-11-20
2024-01-02,Pantoprazole,Antacid,8,992,2.0,2025-10-18
2024-01-02,Dolo 650,Painkiller,9,991,2.0,2025-12-15
